name,brand,slug,price,gender,category,concentration,scent_notes,intensity,occasion,description,stock_quantity,is_available,image
Aqua Vitae forte,Maison Francis Kurkdjian Paris,maison-francis-kurkdjian-paris-aqua-vitae-forte-u,200,U,fresh,edp,"Top: bergamotka, sycylijska mandarynka, cytryna, kardamon, cynamon, różowy pieprz; Heart: kwiat tunezyjskiej pomarańczy, ylang-ylang; Base: drzewo sandałowe, wetiweria",strong,daily,"Słoneczny zapach w koncentracji wody perfumowanej, który odzwierciedla siłę życia i intensywne emocje. Orzeźwiające nuty cytrusowe harmonijnie łączą się z egzotycznymi przyprawami i kwiatowymi akcentami. Idealny zapach unisex na dzień, który przynosi optymizm i energię, pozostawiając zmysłową nutę piżma i drewna sandałowego. Przeznaczony dla osób ceniących świeżość połączoną z ciepłem i elegancją.",10,True,products/IMG-20260409-WA0130.jpg
Bianco Latte,Ducci Giardini di Toscana,ducci-giardini-di-toscana-bianco-latte-u,200,U,oriental,edp,"Top: karmel; Heart: miód, kumaryna; Base: wanilia, białe piżmo",strong,special,"Bianco Latte to wyjątkowy zapach typu gourmand, który otula ciepłym objęciem wanilii, karmelowej słodyczy i miękkiego miodu. Przeznaczony zarówno dla kobiet jak i mężczyzn, ten intensywny perfum doskonały na specjalne okazje tworzy niezapomniany ślad pełen delikatności i luksusu. Zapach jest jak słodka chmura czułości, która przypomina dzieciństwo pełne miłości i słodyczy.",10,True,products/IMG-20260409-WA0132.jpg
Eros Flame,Versace,versace-eros-flame-m,200,M,woody,edp,"Top: mandarynka, pieprz czarny z Madagaskaru, cytryna, chinotto, rozmaryn; Heart: geranium, róża, pepperwood; Base: wanilia, ziarno tonka, drzewo sandałowe, cedr teksański, paczula, mech dębowy",strong,special,"Eros Flame to intensywny i namiętny zapach inspirowany ognistą esencją miłości. Charakteryzuje się uderzającymi kontrastami między ciepłem a chłodem, słodyczą a korzennym charakterem. Stworzony dla pewnych siebie mężczyzn, którzy chcą podkreślić swoją pasję i męskość. Idealny na wieczorne randki, romantyczne spotkania i wyjątkowe okazje.",10,True,products/IMG-20260409-WA0133.jpg
Uomo,VALENTINO,valentino-uomo-m,200,M,woody,edt,"Top: bergamot, mirta; Heart: orzech laskowy, czekolada, prażone ziarna kawy; Base: skóra, cedr",strong,special,"Wyrafinowany męski zapach o charakterze gourmand, łączący świeże nuty cytrusowe z smakowitą czekoladą i kawą. Dedykowany eleganckiemu mężczyźnie z klasowym stylem. Idealny na specjalne okazje i wieczorne wyjścia.",10,True,products/IMG-20260409-WA0134.jpg
Bleu,Chanel,chanel-bleu-m-1,200,M,woody,edt,"Top: grejpfrut, cytryna, mięta, różowy pieprz; Heart: imbir, gałka muszkatołowa, jaśmin, cedr; Base: kadzidło, cedr, wetyweria, drzewo sandałowe, paczula",strong,daily,"Drzewno-aromatyczny zapach dla mężczyzn stworzony przez Jacques Polge w 2010 roku. Kompozycja zestawia pełne energii aromaty cytrusowe z ciepłymi nutami drzewnymi i korzennymi. Świeży i wibrujący zapach o eleganckim charakterze, który doskonale sprawdza się zarówno na co dzień jak i na specjalne okazje. Idealny dla nowoczesnych mężczyzn ceniących niezależność i styl.",10,True,products/IMG-20260409-WA0136.jpg
Imagination,Louis Vuitton,louis-vuitton-imagination-m,200,M,citrus,edp,"Top: cytryna, bergamotka kalabryjska, pomarańcza sycylijska; Heart: nerola tunezyjska, imbir nigeryjski, cynamon cejloński; Base: czarna herbata chińska, ambroxan, drzewo gwajakowe, olibanum",strong,daily,"Nowoczesny męski zapach o charakterze świeżym i eleganckim. Łączy w sobie cytrusowe nuty z wyjątkową nutą czarnej herbaty ekstraktowanej CO2, tworząc sensoryczny podpis nowoczesnej męskości. Idealny na co dzień dla mężczyzn ceniących czystość, świeżość i luksusowe wykończenie. Zapach sprawdzi się zarówno w pracy, jak i w codziennych sytuacjach, pozostawiając trwały, wyczyszczony i wyrafinowany ślad.",10,True,products/IMG-20260409-WA0138.jpg
Vanille Fatale,Tom Ford,tom-ford-vanille-fatale-u,200,U,oriental,edp,"Top: szafran, kolendra; Heart: kawa, frangipani, jęczmień, narcyz; Base: wanilia z Madagaskaru, zamsz, tytoń, mahoń",strong,special,"Intensywny i uwodzicielski zapach orientalny, który odkrywa mroczną stronę wanilii. Łączy w sobie bogate nuty kawy absolutu z prażonym jęczmieniem i luksusową wanilią rezinoidową. Skierowany do osób ceniących złożone, niszowe kompozycje na wieczorne i specjalne okazje.",10,True,products/IMG-20260409-WA0139.jpg
Kurky,Maison Francis Kurkdjian,maison-francis-kurkdjian-kurky-u,200,U,floral,edp,"Top: brzoskwinia, malina; Heart: owocowe nuty tutti-frutti, żelki, róża; Base: białe piżmo, wanilia, drzewo sandałowe",strong,daily,"Kurky to radosna, nostalgiczna kompozycja inspirowana dzieciństwem parfumiera Francisa Kurkdjiana. Zapach łączy soczyste owoce i słodkie żelki z kremowym białym piżmem i wanilią, tworząc ciepłą, kojącą aurę przypominającą beztroskie chwile młodości. To uniwersalna, żartobliwa kompozycja dla dorosłych, którzy odważą się marzyć jak dzieci. Idealny na co dzień dla tych, którzy cenią pozytywne, wesołe zapachy.",10,True,products/IMG-20260409-WA0140.jpg
Sauvage,Dior,dior-sauvage-m,200,M,woody,edp,"Top: bergamotka, mandarynka, różowy pieprz; Heart: lawenda, syczuański pieprz, gałka muszkatołowa, anyż; Base: wanilia, ambroxan, wetyweria",strong,daily,"Sauvage to intensywny męski zapach inspirowany dziewiczymi przestrzeniami dzikiej przyrody. Łączy świeżość cytrusów z ciepłymi orientalnymi nutami, tworząc elegancką kompozycję pełną kontrastów. Idealny dla mężczyzn ceniących wolność i niezależność, nadaje się na każdy dzień oraz specjalne okazje. Zapach emanuje męskością i pewnością siebie.",10,True,products/IMG-20260409-WA0141.jpg
MYSLF,Yves Saint Laurent,yves-saint-laurent-myslf-m,200,M,woody,edp,"Top: bergamot kalabryjska, liść bergamoty; Heart: absolut kwiatu pomarańczy z Tunezji; Base: paczula indonezyjska, Ambrofix",strong,daily,"MYSLF to nowoczesny męski zapach reprezentujący nową definicję męskości - świeży, kwiatowo-drzewny aromat o długotrwałym sillage. Połączenie iskrzącego bergamotu z intensywnym absolutem kwiatu pomarańczy i ciepłymi drzewnymi nutami tworzy uniwersalny zapach idealny na co dzień. Skierowany do mężczyzn ceniących sobie elegancję i nowoczesność, doskonały zarówno do pracy jak i codziennych spotkań.",10,True,products/IMG-20260409-WA0143.jpg
Le Male eau de toilette,Jean Paul Gaultier,jean-paul-gaultier-le-male-eau-de-toilette-m,200,M,fresh,edt,"Top: mięta, lawenda, bergamotka; Heart: lawenda, cynamon, kminek; Base: wanilia, bób tonka, drzewo sandałowe",strong,daily,"Le Male to klasyczny i uwodzicielski zapach dla mężczyzn stworzony w 1995 roku. Łączy świeżość mięty i lawendy z ciepłą wanilią, tworząc zmysłową kompozycję inspirowaną marynarzami. Idealny dla pewnych siebie mężczyzn na każdą okazję, zarówno na co dzień jak i na romantyczne wieczory.",10,True,products/IMG-20260409-WA0145.jpg
PURE KS for Her eau de parfum,Paco Rabanne,paco-rabanne-pure-ks-for-her-eau-de-parfum-k,200,K,oriental,edp,"Top: ylang-ylang, wanilia, prażona kukurydza; Heart: kwiat pomarańczy, brzoskwinia, drzewo sandałowe; Base: białe piżmo, kokos, drzewo bursztynowe",strong,special,"Prowokacyjne i zmysłowe perfumy orientalno-kwiatowe dla odważnych kobiet. Niekonwencjonalna kompozycja z nutą popcornu i słodkiej wanilii tworzy hipnotyzujący, uwodzicielski zapach. Idealne na wieczorne wyjścia i specjalne okazje.",10,True,products/IMG-20260409-WA0146.jpg
Velvet Orchid,Tom Ford,tom-ford-velvet-orchid-k,200,K,floral,edp,"Top: bergamotka, mandarynka, rum, miód; Heart: czarna orchidea, jaśmin, róża turecka, kwiat pomarańczy, hiacynt, narcyz, heliotropa; Base: wanilia, mirra, zamsz, drzewo sandałowe, balsam peruwiański",strong,special,"Luksusowy kobiecy zapach inspirowany kultową Black Orchid, ale w bardziej zmysłowej i delikatnej wersji. To bardzo intensywne perfumy o kwiatowym charakterze z nutami rumu i miodu, które dodają kompozycji ciepła i słodyczy. Skierowane do dojrzałych, pewnych siebie kobiet ceniących elegancję i glamour. Idealne na specjalne okazje i wieczorne wyjścia.",10,True,products/IMG-20260409-WA0147.jpg
Pur Oud,Louis Vuitton,louis-vuitton-pur-oud-u,200,U,woody,edp,"Top: oud assam; Heart: oud assam; Base: białe piżmo, helvetolid, ambrettolid",strong,special,"Luksusowy minimalistyczny zapach stworzony przez Jacques'a Cavalliera Belletruda dla Louis Vuitton. Zawiera 10% ekstraklasu oud assam z Bangladeszu w otulinie białych piżm. To intensywny, zwierząco-drzewny aromat o mocnym charakterze i długotrwałości. Skierowany do koneserów oud i miłośników niszowych zapachów na wyjątkowe okazje. Idealny do layeringu z innymi perfumami marki.",10,True,products/IMG-20260409-WA0148.jpg
Le Parfum,Yves Saint Laurent,yves-saint-laurent-le-parfum-m,200,M,woody,edp,"Top: aldehydy, imbir, grejpfrut, jabłko; Heart: lawenda, szałwia, geranium; Base: boby tonka, cedr, olibanum, paczula",strong,special,"Intensywny i zmysłowy męski zapach z charakterem aromatyczno-fougère. Zapach łączy świeżość cytrusową z aromatycznymi nutami ziołowymi i głęboką bazą drzewno-ambrową. Skierowany do mężczyzn o ambicjach, którzy nie boją się wyzwań. Idealny na wieczorne okazje i specjalne chwile.",10,True,products/IMG-20260409-WA0150.jpg
Utopia Vanilla Coco 21,Kayali,kayali-utopia-vanilla-coco-21-u,200,U,oriental,edp,"Top: mleko kokosowe, miodunka, kwiat gruszki, włoska cytryna; Heart: tuberoza, jaśmin sambac, gardenia, piżmo malwa; Base: wanilia bourbon, drzewo sandałowe, piżmo, paczula",strong,special,"Tropikalny i zmysłowy zapach łączący kremowe nuty sandałowca z białymi kwiatami. Kremowy kokos przeplata się z słodką wanilią bourbon, tworząc marzycielski, utopijny aromat. Idealny na wyjątkowe okazje i romantyczne wieczory. Przenosi do rajskiego miejsca pełnego słońca i beztroski.",10,True,products/IMG-20260409-WA0152.jpg
Angels' Share,Kilian,kilian-angels-share-u,200,U,oriental,edp,"Top: koniak; Heart: cynamon, fasola tonka, dąb; Base: pralinki, wanilia, drzewo sandałowe",strong,special,"Angels' Share to luksusowy zapach inspirowany koniakiem i procesem dojrzewania alkoholi w dębowych beczkach. Ciepła, słodka kompozycja łączy w sobie aromatyczne nuty koniaku z korzennym cynamonem i słodkimi praliną oraz wanilią. Ten gourmand zapach idealnie sprawdza się w chłodniejsze wieczory i na specjalne okazje, oferując długotrwałe i intensywne wrażenie olfaktoryczne.",10,True,products/IMG-20260409-WA0153.jpg
Scandal,Jean Paul Gaultier,jean-paul-gaultier-scandal-k-1,200,K,oriental,edp,"Top: pomarańcza krwista, mandarynka; Heart: miód, gardenia, jaśmin, kwiat pomarańczy; Base: patchouli, wosk pszczeli, karmel",strong,special,"Skandal to odważna i uwodzicielska kompozycja, która łączy świeżą cytrusowość z intensywną słodyczą miodu i kwiatów. Perfumy zostały stworzone dla pewnych siebie kobiet, które nie boją się zwrócić na siebie uwagi. Idealny na wieczorne wyjścia i specjalne okazje, gdy chcesz być zauważona i zapamiętana. To zapach dla kobiet, które kochają słodkie, orientalne kompozycje o silnej projekcji.",10,True,products/IMG-20260409-WA0154.jpg
Meteore,Louis Vuitton,louis-vuitton-meteore-m,200,M,citrus,edp,"Top: mandarynka sycylijska, bergamotka kalabryska, pomarańcza; Heart: różowy pieprz, neroli tunezyjski, czarny pieprz, gałka muszkatołowa, kardamon; Base: wetyweria jawajska, pieprz syczuański",light,daily,"Meteore to świeży, cytrusowy zapach dla mężczyzn stworzony przez Jacques'a Cavallier Belletrud. Aromat emanuje energią dzięki wibracjom soczyste mandarynki i bergamotki, które łączą się z pikantną kompozycją pieprzu różowego i korzennych akcentów. To elegancka, współczesna kompozycja idealna na co dzień, szczególnie w ciepłych miesiącach. Zapach charakteryzuje się czystością i naturalnością, będąc uniwersalnym wyborem dla profesjonalnych spotkań i codziennego użytku.",10,True,products/IMG-20260409-WA0155.jpg
Paradigme,Prada,prada-paradigme-m,200,M,woody,edp,"Top: bergamotka kalabryjska, piżmo; Heart: geranium bourbon, geranium różane; Base: balsam peruwiański, benzoes, drewno gwajakowe",strong,special,"Paradigme to awangardowa męska kompozycja, która odwraca klasyczne zasady perfumerii w odwróconej piramidzie zapachowej. Zapach oscyluje między otulającym ciepłem a orzeźwiającą świeżością, łącząc zmysłowe nuty ambrowo-drzewne z elegancką aromatyką. Skierowany do mężczyzn ceniących nowoczesny styl i wykwintną elegancję. Idealny na specjalne okazje i wieczorne spotkania, szczególnie w chłodniejszych porach roku.",10,True,products/IMG-20260409-WA0157.jpg
Bottled Intense,BOSS Hugo Boss,boss-hugo-boss-bottled-intense-m,200,M,woody,edp,"Top: jabłko, kwiat pomarańczy, bergamotka; Heart: cynamon, goździki, geranium, lawenda, kardamon; Base: wanilia, drzewo sandałowe, cedr, wetyweria",strong,special,"Intensywna, męska kompozycja dla nowoczesnych mężczyzn, którzy żyją w pełni. Uwodzicielska mieszanka korzenno-drzewna o eleganckim charakterze. Idealny na wieczorne okazje i specjalne momenty, gdy chcesz podkreślić swoją pewność siebie. Zapach, który pozostawia niezapomniane wrażenie i emanuje siłą charakteru.",10,True,products/IMG-20260409-WA0158.jpg
Chance Eau Splendide,Chanel,chanel-chance-eau-splendide-k-1,200,K,floral,edp,"Top: malina, czerwone owoce, róża, fiołek, brzoskwinia; Heart: geranium różane, irys; Base: białe piżmo, cedr",light,daily,"Luminozny i magnetyczny zapach łączący soczyste nuty maliny z kwiatowym sercem geranium różanego. Skomponowany przez Oliviera Polge'a, prezentuje świeży i elegancki charakter typowy dla linii Chance. Skierowany do młodych kobiet na co dzień, szczególnie idealny na wiosnę i lato. Zapach emanuje świeżością i pozytywną energią.",10,True,products/IMG-20260409-WA0160.jpg
Si parfum,GIORGIO ARMANI,giorgio-armani-si-parfum-k,200,K,floral,parfum,"Top: czarna porzeczka, szafran, nektar; Heart: róża damasceńska; Base: wanilia, skóra, paczula",strong,special,"Najintensywniejsza i najbardziej zmysłowa interpretacja kultowego zapachu Si. Ten wykwintny parfum łączy w sobie odważną męskość skórzanych akordów z kwiatową kobiecością damasceńskiej róży. Intensywna kompozycja idealna na szczególne okazje dla pewnej siebie, eleganckiej kobiety. Długotrwała kompozycja o wyjątkowej głębi i zmysłowości.",10,True,products/IMG-20260409-WA0162.jpg
Dylan Purple,Versace,versace-dylan-purple-k,200,K,floral,edp,"Top: gruszka, gorzka pomarańcza, bergamota; Heart: frezja, pomarose, mahonial; Base: ambroxan, cedrus z Wirginii, Iso E Super",light,daily,"Dylan Purple to świeży i owocowo-kwiatowy zapach dla kobiet o jasnym, nowoczesnym charakterze. Idealny jako codzienny zapach na wiosenne i letnie dni, daje uczucie świeżości i elegancji. Kompozycja łączy soczyste cytrusy z delikatną frezją i miękkimi drzewno-piżmowymi nutami w bazie. Zapach ma umiarkowaną projekcję i trwałość, co czyni go odpowiednim na co dzień.",10,True,products/IMG-20260409-WA0164.jpg
Dylan Blue Pour Femme,Versace,versace-dylan-blue-pour-femme-k,200,K,floral,edp,"Top: czarna porzeczka, zielone jabłko, koniczyna, niezapominajka, pachnotka; Heart: róża, dzika róża, jaśmin, brzoskwinia, piwonia; Base: paczula, piżmo, białe drzewa, styraks",strong,special,"Dylan Blue Pour Femme to silny, zmysłowy i wyrafinowany zapach dla kobiety, która zna swoją moc. Kompozycja łączy świeże, owocowe nuty z delikatnym kwiatowym bukietem, tworząc elegancki i niezapomniany aromat. Zapach podkreśla kobiecość i elegancję, idealny na wieczorne wyjścia i specjalne okazje. Długotrwały i intensywny, pozostawia za sobą trudną do zapomnienia smugę.",10,True,products/IMG-20260409-WA0166.jpg
Chance Eau Fraîche,Chanel,chanel-chance-eau-fraiche-k,200,K,fresh,edt,"Top: cytryna, cedr, cytron; Heart: hiacynt wodny, różowy pieprz, jaśmin; Base: białe piżmo, paczula, wetyweria, drzewo tekowe, irys, ambra",light,daily,"Świeża, kwiatowo-szyprowa kompozycja emanująca lekkością i energią. Ten zapach łączy rześkość cytrusów z delikatną elegancją kwiatów, tworząc optymistyczną aurę idealną dla spontanicznych kobiet. Doskonale sprawdza się na co dzień, szczególnie na wiosnę i lato, otaczając Cię orzeźwiającą świeżością przez cały dzień.",10,True,products/IMG-20260409-WA0168.jpg
Good Girl,Carolina Herrera,carolina-herrera-good-girl-k-1,200,K,oriental,edp,"Top: migdał, kawa, bergamotka, cytryna; Heart: jaśmin wielkolistny, tuberoza, irys, róża bułgarska, kwiat pomarańczy; Base: fasolka tonka, kakao, drzewo sandałowe, wanilia, pralina, paczula, piżmo, bursztyn",strong,special,"Good Girl to orientalno-kwiatowa kompozycja, która odzwierciedla dwoistość kobiecej natury - łączy delikatność z siłą. Zapach początkowo intryguje uwodzicielskimi nutami migdału i kawy, by następnie rozwinąć słodki, zmysłowy jaśmin i tuberozę. Ciepła baza z fasolki tonka i kakao zapewnia długotrwałą, magnetyczną obecność na skórze. Idealny wybór dla pewnych siebie kobiet na wyjątkowe okazje.",10,True,products/IMG-20260409-WA0170.jpg
Coco Mademoiselle,Chanel,chanel-coco-mademoiselle-k,200,K,oriental,edp,"Top: pomarańcza, bergamotka, mandarynka; Heart: róża, jaśmin, ylang-ylang, mimoza; Base: paczula, wetyweria, wanilia, białe piżmo",strong,special,"Zmysłowe, orientalno-kwiatowe perfumy o nowoczesnym charakterze z wyrazistymi nutami paczuli i wanilii. Skierowane do pewnych siebie, niezależnych kobiet pragnących podkreślić swoją osobowość. Idealne na wieczorne wyjścia i specjalne okazje dzięki intensywnej kompozycji i długotrwałości. Zapach o wysokim kontraście łączy świeże cytrusy z bogatym, głębokim drydownem.",10,True,products/IMG-20260409-WA0171.jpg
